Genes	GO.ID_BP	Term_BP	Annotated_BP	Significant_BP	Expected_BP	Rank in classicFisher_BP	classicFisher_BP	elimFisher_BP	weight01Fisher_BP	parentchildFisher_BP	weightFisher_BP	leaFisher_BP
gbman.GBUE015884-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE016502-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE016614-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE016720-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE017076-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE017847-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE017848-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE017854-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE017855-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE017915-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE017916-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE017917-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE017918-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE018700-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE018956-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE019031-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE019033-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE019515-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE019609-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE020218-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE020314-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE020355-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE020375-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE020375-PA.2	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE020397-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE020556-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE020645-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE020958-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE021065-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE021089-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE021160-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE021161-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE021185-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE021292-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE021369-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE021385-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene10503	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbgene10927	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbgene11613	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbgene11932	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbgene11933	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbgene9838	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbman.GBUE000664-PA.1	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbman.GBUE002278-PA.1	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbman.GBUE005938-PA.1	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbman.GBUE008784-PA.1	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbman.GBUE009680-PA.1	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbman.GBUE009681-PA.1	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbman.GBUE017744-PA.1	GO:0042744	hydrogen peroxide catabolic process	13	1	0.08	41	0.078	0.078	0.07798	0.0247	0.078	0.078
gbgene1586	GO:0042811	pheromone biosynthetic process	7	1	0.04	23	0.043	0.043	0.04276	0.0078	1.000	0.043
gbgene1587	GO:0042811	pheromone biosynthetic process	7	1	0.04	23	0.043	0.043	0.04276	0.0078	1.000	0.043
gbgene1588	GO:0042811	pheromone biosynthetic process	7	1	0.04	23	0.043	0.043	0.04276	0.0078	1.000	0.043
gbgene1589	GO:0042811	pheromone biosynthetic process	7	1	0.04	23	0.043	0.043	0.04276	0.0078	1.000	0.043
gbgene331	GO:0042811	pheromone biosynthetic process	7	1	0.04	23	0.043	0.043	0.04276	0.0078	1.000	0.043
gbgene3516	GO:0042811	pheromone biosynthetic process	7	1	0.04	23	0.043	0.043	0.04276	0.0078	1.000	0.043
gbgene883	GO:0042811	pheromone biosynthetic process	7	1	0.04	23	0.043	0.043	0.04276	0.0078	1.000	0.043
gbgene1035	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene10943	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene12326	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene12938	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene13336	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene13796	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene13802	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene1394	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene1395	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene1397	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14615	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14616	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14617	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14619	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14621	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14622	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14623	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14624	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14625	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14912	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene14914	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene15264	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene16170	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene16179	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene16364	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene17621	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene17622	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene20197	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene2068	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene2089	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene2201	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene2486	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene2487	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene2488	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene2489	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene2490	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene2508	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene3911	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene474	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene4774	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene4777	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene5057	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene5776	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene5917	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene6725	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene7112	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene792	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene9025	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene9154	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene9155	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene9968	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE002085-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE004212-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE009870-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE009872-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE010930-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE013303-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE020556-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE020960-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE021160-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE021161-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbman.GBUE021185-PA.1	GO:0045455	ecdysteroid metabolic process	62	2	0.39	29	0.057	0.057	0.05677	0.0053	0.057	0.057
gbgene11447	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene11448	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene11449	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene11450	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene14170	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene14171	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene19111	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene2001	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene5408	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene7018	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene7649	GO:0046189	phenol-containing compound biosynthetic process	11	1	0.07	34	0.066	0.066	0.06639	0.0126	0.066	0.066
gbgene10672	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene11794	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene11795	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene11916	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene11921	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene12015	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene12312	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene12913	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene12914	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene13208	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene13433	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene13692	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene13955	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene14137	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene14138	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene14170	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene14171	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene1469	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene1483	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene15403	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene1586	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene1587	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene1588	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene1589	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene16035	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene16059	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene16076	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene16192	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene16204	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene16485	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene16631	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene16921	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene17092	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene17250	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene1754	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene17825	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene17827	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene17828	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene1836	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene18406	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene18455	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene18520	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene187	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene18905	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene19136	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene19425	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene2001	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene20054	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene2124	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene2129	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene2196	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene2576	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene2654	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene2655	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene2708	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene3232	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene3233	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene3234	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene3307	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene3343	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene3655	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene4169	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene4170	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene4469	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene4560	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene4561	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene5408	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene5606	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene5838	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene5936	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene5937	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene5938	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene6333	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene6842	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene6843	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene6951	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene6974	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene6975	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene7009	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene7638	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene828	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene8777	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene883	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene8960	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene9104	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
gbgene916	GO:0060179	male mating behavior	112	2	0.7	63	0.154	0.154	0.05434	0.4708	0.412	0.154
